"StartDate","EndDate","Status","IPAddress","Progress","Duration..in.seconds.","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Random.ID","A1_1","A2_1","A2_2","A2_3","A2_4","A2_5","A3_1","A3_2","A4_1","A5_1","A5_2","A5_3","A5_4","A5_5","A5_6","A5_7","A5_8","A5_9","A5_10","A5_11","A5_12","A5_13","A5_14","A5_15","A5_16","A5_17","A5_18","A5_19","A5_20","A5_21","A5_22","A5_23","A5_24","A5_25","A6_1","A6_2","A6_3","A6_4","A6_5","A6_6","A7_1","A7_2","A7_3","A7_4","A7_5","A7_6","A7_7","A7_8","A7_9","A7_10","A7_11","A7_12","A7_13","A7_14","A7_15","A7_16","A7_17","A7_18","A7_19","A7_20","A7_21","A7_22","A7_23","A7_24","A7_25","A7_26","A7_27","A8_1","A8_2","A8_3","A8_4","A8_5","A8_6","A8_7","A8_8","A9_1","A9_2","A9_3","A9_4","A9_5","A9_6","A9_7","A9_8","A9_9","A9_10","A9_11","A9_12","A9_13","A9_14","A9_15","A9_16","A9_17","A9_18","A9_19","A9_20","A9_21","A9_22","A9_23","A9_24","A9_25","A10_1","A10_2","A10_3","A11_1","A11_2","A12_3","A13_1","A13_2","A14_1","A14_2","A14_3","A14_4","A14_5","A15_1","A15_2","A16_1","A16_2","A17_1","A18_1","A19_1","A19_2","A19_3","A19_4","A20_1","A20_2","A20_3","A20_4","A20_5","A20_6","A21_1","A22_1","A22_2","A23_1","A24_1","A25_1","A25_2","A25_3","A26_1","A27_1","A27_2","A28_1","A28_2","A28_3","A28_4","A28_5","A28_6","A28_7","A28_8","A28_9","A28_10","A29_1","A29_2","A29_3"
"2021-06-24 15:14:53","2021-06-24 15:22:56","0","","100","483","1","2021-06-24 15:22:56","R_sYXqc3BcDJRMO2Z","","","","","","","anonymous","EN","2605","1","48","100","50","75","69","64","58","89","4","3","3","4","5","4","3","1","3","3","4","3","3","3","3","4","3","3","3","4","4","3","3","2","4","3","","2","2","3","2","3","3","4","4","3","4","3","3","3","3","4","3","2","3","2","5","4","4","3","3","2","2","3","3","3","4","4","3","3","4","4","4","3","3","3","4","3","4","3","3","3","4","3","3","3","3","5","4","3","3","3","3","4","4","3","3","3","4","3","3","3","4","5","62","61","86","69","88","67","59","52","52","49","53","43","61","55","1","43","65","42","72","54","72","54","49","47","43","86","77","60","52","42","0","2","","2","74","0","0","22","2","1","30000","15","riverside","2","2","1","3","1","4","2"
"2021-06-24 15:14:57","2021-06-24 15:25:28","0","","100","630","1","2021-06-24 15:25:29","R_2UfO4KMoLdNzTnF","","","","","","","anonymous","EN","5013","1","5","50","11","33","1","12","10","20","1","1","2","5","2","1","1","1","4","3","1","3","1","3","2","3","3","3","3","3","3","1","1","1","5","4","4","4","4","4","4","1","1","4","4","4","4","5","5","5","5","5","5","5","","5","3","4","5","1","3","3","3","3","1","1","5","1","2","4","1","3","3","3","3","2","3","3","3","1","3","3","3","3","3","3","3","5","1","1","3","1","1","3","3","3","3","3","3","3","3","2","3","3","65","34","5","15","23","67","8","3","3","1","40","41","26","68","0.6","81","60","31","30","32","40","41","5","4","4","5","75","19","18","20","5000","1","2","","25","7500","12000","57","1","8","10000","54","Yolo","3","2","3","5","1","5","2"
"2021-06-24 15:15:53","2021-06-24 15:25:35","0","","100","582","1","2021-06-24 15:25:36","R_2B3bellGsyVYDTU","","","","","","","anonymous","EN","9259","1","10","50","10","30","5","40","20","30","5","5","5","2","5","5","5","1","1","1","2","5","5","5","5","5","5","5","5","5","5","3","1","1","3","4","4","4","4","4","4","2","2","1","1","2","2","1","1","2","1","2","1","1","1","2","2","4","1","2","5","5","2","2","2","3","3","3","5","1","5","5","1","5","5","1","1","1","1","1","1","3","2","1","1","1","1","5","5","4","1","5","5","1","5","1","5","1","1","1","3","5","1","5","50","50","15","20","20","40","20","20","10","10","54","45","20","80","0.5","20","20","5","10","10","15","35","10","15","25","37","31","41","25","26","60","1","4","","35","600","900","32","1","1","20000","32","Kern","2","2","1","1","1","6","2"
"2021-06-24 15:16:35","2021-06-24 15:25:56","0","","100","561","1","2021-06-24 15:25:56","R_11bAGeDdZIKkvjF","","","","","","","anonymous","EN","9456","1","27","40","20","10","5","10","5","20","3","3","3","3","4","3","4","1","4","3","2","3","3","2","3","2","3","3","3","3","4","4","3","3","4","2","2","2","2","2","2","4","3","4","3","3","3","3","3","3","4","3","3","4","4","3","3","4","3","4","3","3","3","3","3","3","3","3","4","3","3","4","2","4","4","2","2","3","3","2","2","2","2","3","2","2","2","5","2","3","2","2","2","2","2","2","3","3","2","2","2","3","3","4","60","40","10","25","25","40","30","20","5","5","50","50","60","44","2","20","40","19","21","17","50","70","50","36","35","45","60","40","40","40","30","2","","5","60","2000","1500","29","1","5","120000","29","Alameda","2","2","1","3","1","6","2"
"2021-06-24 15:15:58","2021-06-24 15:27:17","0","","100","679","1","2021-06-24 15:27:18","R_1Pcsgr7D0tyL5XI","","","","","","","anonymous","EN","1180","1","30","73","42","40","29","37","39","36","3","2","3","3","3","3","3","1","1","1","2","3","5","4","4","3","4","5","4","3","3","2","1","3","3","2","4","4","4","4","2","2","2","1","1","4","1","1","1","1","1","1","1","1","1","1","1","4","1","1","4","5","4","1","1","3","2","4","5","1","5","4","2","5","5","1","1","1","1","1","1","1","1","1","1","1","1","5","2","1","1","5","5","1","5","1","4","1","1","1","1","5","1","5","41","46","22","25","49","27","60","34","28","22","27","63","26","54","6","51","39","58","42","60","32","42","73","58","2","7","52","63","51","50","1200","1","15","","54","1000","1000","26","1","1","38000","3","Los Angeles","1","2","1","2","1","6","2"
"2021-06-24 15:15:41","2021-06-24 15:27:39","0","","100","717","1","2021-06-24 15:27:39","R_3IRAst8ZRksyBDA","","","","","","","anonymous","EN","1451","1","50","70","35","50","30","50","35","35","2","2","2","4","2","2","3","1","1","1","1","1","1","1","1","2","2","2","2","2","1","3","1","1","3","3","2","4","4","4","3","1","2","2","2","3","3","3","3","3","4","4","4","2","2","4","4","4","5","1","4","2","5","5","5","2","5","5","5","5","5","5","1","5","5","1","1","1","1","1","1","1","1","1","1","1","1","5","1","1","1","1","1","1","2","4","5","5","3","2","2","2","4","3","35","30","35","10","5","20","15","20","25","10","25","20","25","20","3.0","40","50","41","59","60","59","61","65","59","68","66","30","56","44","11","5000","1","10","","30","2500","5000","22","2","5","100000","11","Los Angeles","2","2","3","4","1","6","2"
"2021-06-24 15:22:06","2021-06-24 15:27:46","0","","100","340","1","2021-06-24 15:27:46","R_vPIC6wd4GlR0Pa9","","","","","","","anonymous","EN","7051","1","65","23","40","56","42","42","56","55","2","4","3","2","3","3","2","1","3","3","2","3","2","2","3","2","4","3","2","3","2","3","2","2","3","2","1","3","2","3","2","2","3","3","2","1","2","3","2","3","2","4","3","2","3","2","3","4","3","2","3","2","1","2","4","3","2","3","2","4","2","4","3","2","3","3","3","2","2","3","2","1","3","2","3","2","2","5","2","4","3","2","3","2","3","1","2","3","2","3","3","2","2","4","63","32","52","26","57","28","48","38","54","59","29","51","43","66","2","58","43","63","51","67","45","32","70","58","46","57","59","41","67","58","100","1","3","","60","100","100","29","1","1","80000","27","Los Angeles County","2","2","2","6","1","6","2"
"2021-06-24 15:20:03","2021-06-24 15:28:02","0","","100","479","1","2021-06-24 15:28:03","R_3kwdVBmcO5rh2qx","","","","","","","anonymous","EN","8431","1","58","41","27","41","64","29","50","46","3","2","3","4","3","4","3","1","3","4","3","3","4","3","3","3","4","3","3","4","3","4","4","3","4","3","2","2","3","3","2","2","3","3","4","4","3","3","2","4","3","3","3","2","3","3","3","4","3","3","3","3","4","4","3","2","3","4","3","3","3","4","3","3","3","4","3","2","3","4","3","3","3","3","3","3","4","5","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","47","40","50","39","44","52","44","40","40","41","43","40","41","47","5","45","45","49","49","52","48","37","41","51","40","56","39","51","55","51","4","2","","3","44","4","4","44","2","1","70000","44","usa","3","2","1","6","1","5","2"
"2021-06-24 15:22:38","2021-06-24 15:28:07","0","","100","329","1","2021-06-24 15:28:07","R_3sv7TKK4x0Jd1F4","","","","","","","anonymous","EN","5687","1","58","78","16","24","77","74","66","69","2","2","2","3","3","2","1","2","2","3","2","1","2","2","3","2","1","3","2","3","2","1","3","2","4","2","2","2","3","2","1","1","2","2","3","3","2","2","3","3","2","1","2","2","3","4","3","3","2","2","1","2","3","3","3","3","4","4","2","1","3","2","3","4","4","3","2","1","2","2","3","3","1","2","","3","3","3","1","2","3","3","3","3","2","1","2","3","3","4","3","2","","3","66","62","73","62","78","66","77","40","65","77","65","79","65","79","6","60","53","63","73","70","68","76","68","80","66","77","75","61","76","60","4","1","3","","71","5","2000","40","1","1","32000","0","MURRIETA","2","1","3","2","1","3","1"
"2021-06-24 15:16:58","2021-06-24 15:28:25","0","","100","687","1","2021-06-24 15:28:26","R_2EzXLqYY12YtlH0","","","","","","","anonymous","EN","9081","1","22","60","19","10","3","8","7","10","3","1","5","4","2","1","3","1","1","1","2","1","4","2","1","3","5","5","4","3","1","1","1","1","4","4","4","4","3","4","4","2","2","2","2","2","2","2","4","4","2","2","2","2","2","3","4","4","1","3","5","5","4","4","4","2","4","4","5","2","5","5","2","4","5","2","4","3","4","4","4","4","2","2","4","2","2","5","2","3","3","4","5","4","4","3","5","4","4","3","5","3","3","4","80","19","20","17","16","55","15","5","8","1","12","48","10","51","1","22","52","27","89","27","62","56","7","5","9","22","32","39","31","48","5000","1","5","","58","1000","5000","46","2","5","80000","20","LA","2","2","1","2","1","5","2"
"2021-06-24 15:17:02","2021-06-24 15:28:34","0","","100","691","1","2021-06-24 15:28:34","R_2VrLnylWeDgx6NW","","","","","","","anonymous","EN","2821","1","15","40","10","20","5","10","3","5","2","1","2","4","2","1","2","1","2","2","2","2","4","2","1","2","3","3","2","2","1","1","1","1","4","3","3","3","2","4","3","1","1","2","1","2","2","1","1","2","1","1","2","1","1","2","2","4","2","1","4","3","2","2","1","2","2","1","4","2","4","5","1","5","5","2","2","1","2","1","2","1","3","1","2","2","1","5","4","1","2","1","1","1","4","1","2","1","1","1","3","2","1","4","70","30","20","15","40","30","20","30","10","15","20","70","30","70","3","70","75","30","40","30","70","90","50","40","30","90","60","30","20","15","500","1","2","","20","300","500","32","1","1","95000","32","Butte","2","2","1","3","1","5","2"
"2021-06-24 15:18:32","2021-06-24 15:28:38","0","","100","606","1","2021-06-24 15:28:38","R_1K2yfu7GBWYujEt","","","","","","","anonymous","EN","2056","1","80","95","10","19","73","42","89","84","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","1","2","1","2","1","2","1","4","1","1","2","1","2","1","2","1","2","1","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","2","1","5","1","2","1","2","1","2","1","2","1","2","1","2","1","1","2","5","89","50","77","58","82","87","16","29","79","44","92","45","93","46","5","85","64","84","69","85","63","78","88","75","87","80","72","86","78","77","5","1","3","","84","6","6","35","1","1","50000","35","USA","1","1","1","2","1","6","1"
"2021-06-24 15:15:16","2021-06-24 15:28:46","0","","100","810","1","2021-06-24 15:28:47","R_10N7mgtI9Zn3h1I","","","","","","","anonymous","EN","3338","1","10","39","10","35","1","25","10","15","4","3","3","2","3","3","4","1","1","1","2","4","3","4","4","3","4","3","3","4","4","2","1","2","2","3","2","3","2","4","3","2","2","2","2","2","2","1","2","2","2","2","2","1","1","2","2","4","1","2","3","4","2","2","2","2","2","5","5","1","4","5","1","1","5","1","1","1","1","1","1","1","1","2","2","2","1","5","3","2","1","4","4","1","5","1","4","1","1","2","3","3","2","4","60","40","10","20","25","34","40","20","1","5","25","75","20","80","3","80","50","35","50","20","50","70","50","50","80","50","50","40","25","35","1500","1","5","","30","1000","5000","38","1","1","95000","13","Danville, CA","3","2","1","2","1","6","2"
"2021-06-24 15:18:24","2021-06-24 15:29:42","0","","100","678","1","2021-06-24 15:29:42","R_2wow9TG6JeUXcdN","","","","","","","anonymous","EN","3111","1","64","82","45","48","40","48","59","59","2","3","2","3","3","3","3","1","3","2","2","2","3","3","2","2","3","2","3","2","3","3","2","2","3","2","","3","2","3","3","2","3","3","2","3","3","2","3","2","2","3","2","3","3","2","3","4","3","3","2","2","3","3","2","2","3","3","2","2","3","3","2","2","3","2","3","2","2","3","2","3","3","2","2","3","3","5","3","3","2","2","2","3","2","3","3","2","2","3","2","2","3","3","48","50","55","58","63","64","45","50","42","51","57","52","52","50","1.5","55","55","62","50","59","53","61","48","52","46","55","65","50","52","58","50","2","","3","53","300","300","53","1","1","500000","53","VALLEJO","2","2","2","1","1","4","2"
"2021-06-24 15:18:20","2021-06-24 15:29:59","0","","100","698","1","2021-06-24 15:29:59","R_2ZWSlL5A6X1kzim","","","","","","","anonymous","EN","8667","1","50","68","56","55","46","64","47","73","2","1","2","3","2","2","3","1","2","2","1","2","3","2","1","1","2","3","2","1","1","2","3","2","1","","2","3","2","2","1","2","1","3","2","3","4","3","3","2","1","2","","2","3","2","1","4","2","1","2","3","3","1","2","1","2","3","1","2","3","2","1","2","3","2","3","2","1","2","3","2","1","2","3","2","","5","2","1","2","3","2","1","1","2","3","2","1","2","3","2","1","4","50","50","49","58","26","65","27","27","42","59","44","30","62","56","2","50","17","8","30","33","36","71","27","17","25","53","42","36","33","45","4","2","","1","57","5","100","29","1","1","75000","0","USA","3","2","2","4","1","6","2"
"2021-06-24 15:16:04","2021-06-24 15:30:05","0","","100","841","1","2021-06-24 15:30:05","R_2QWCzvXNKFVIBkX","","","","","","","anonymous","EN","5337","1","89","81","92","91","92","87","95","93","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","4","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","5","92","92","89","85","94","92","89","92","91","91","91","91","93","93","1990","85","88","92","85","93","92","88","85","91","91","88","81","86","92","85","5","3","","","91","8000","100000","35","1","1","250000","10","Riverbank","2","1","1","7","","6","2"
"2021-06-24 15:15:48","2021-06-24 15:30:15","0","","100","866","1","2021-06-24 15:30:15","R_1qdFpnz75XOL7Jg","","","","","","","anonymous","EN","7307","1","5","65","13","19","1","11","6","7","1","4","4","3","4","2","5","1","1","1","1","4","4","4","3","4","5","2","1","2","5","1","1","1","3","3","3","4","2","4","3","1","1","1","1","2","1","1","1","3","2","1","1","1","1","1","1","4","1","2","4","3","2","3","2","2","4","5","5","1","5","5","1","2","5","1","1","4","1","1","2","1","1","1","1","1","1","5","4","2","1","5","5","1","5","1","5","2","1","1","4","1","1","5","66","34","14","39","22","69","8","15","4","1","27","73","22","78","4.5","79","54","16","46","27","38","90","32","41","75","84","12","30","11","9","2500","2","","100","9","1500","4500","37","1","6","245000","36","santa clara","1","2","3","1","1","6","2"
"2021-06-24 15:15:30","2021-06-24 15:30:38","0","","100","908","1","2021-06-24 15:30:39","R_z8sfexLQo378hqh","","","","","","","anonymous","EN","7211","1","1","37","26","20","1","7","2","8","5","4","3","3","4","2","4","1","1","1","2","4","3","4","3","3","5","3","2","4","4","3","2","1","4","3","3","4","4","1","3","1","3","2","2","2","3","3","4","5","4","4","5","4","4","2","1","4","5","4","3","1","4","4","5","3","4","5","1","5","4","5","1","2","5","3","4","3","4","4","5","4","5","4","3","5","5","5","2","5","4","5","4","3","3","5","5","3","3","4","5","1","5","3","70","30","1","20","15","25","30","20","1","1","2","90","16","94","4","75","14","14","40","35","45","65","18","35","45","45","40","35","35","10","50","1","2","","35","150","1000","45","1","1","42000","30","Los Angeles","1","1","2","7","1","6","2"
"2021-06-24 15:17:45","2021-06-24 15:31:41","0","","100","836","1","2021-06-24 15:31:42","R_301WFlGWRw9rmmb","","","","","","","anonymous","EN","7203","1","20","55","27","20","15","30","15","30","3","2","2","4","2","1","3","1","3","1","2","3","3","3","2","3","3","3","2","2","3","1","1","1","4","4","3","3","3","3","3","2","2","2","3","2","2","2","4","4","4","4","4","4","4","2","2","4","3","3","3","2","2","2","2","3","3","2","2","3","3","2","3","2","4","3","3","2","5","2","4","2","3","4","3","3","3","5","2","2","4","1","4","2","2","3","1","3","2","3","2","2","4","2","65","35","20","10","50","30","30","10","10","10","15","60","30","70","2","40","35","35","","35","50","80","55","70","70","40","60","50","50","35","200","2","","6","10","500","500","39","2","1","89000","19","Los Angeles","1","2","2","5","1","6","2"
"2021-06-24 15:15:02","2021-06-24 15:31:49","0","","100","1007","1","2021-06-24 15:31:49","R_W20Tal8bUsDJgtz","","","","","","","anonymous","EN","2735","1","50","47","100","66","74","40","72","85","2","3","3","2","3","2","1","1","2","2","1","2","3","2","3","2","3","3","3","4","3","4","4","5","5","2","3","2","3","2","3","2","3","3","2","3","3","2","3","2","4","2","3","3","2","3","2","5","2","3","3","2","3","3","2","3","3","2","4","3","3","4","4","5","5","","3","4","4","3","4","4","4","5","5","5","5","5","3","2","4","2","2","2","2","1","4","4","2","2","1","2","2","5","95","61","64","71","85","87","98","71","71","79","65","76","45","60","0.5","40","77","66","75","74","75","63","60","52","60","68","36","59","64","79","10","2","","3","4","3","1000","64","1","3","50000","64","USA","1","1","1","1","1","6","1"
"2021-06-24 15:15:22","2021-06-24 15:32:02","0","","100","999","1","2021-06-24 15:32:02","R_33d3iiEKCsOj1ih","","","","","","","anonymous","EN","2831","1","15","55","25","30","20","15","10","20","4","4","4","3","3","2","3","1","1","1","2","4","3","3","3","4","4","3","3","3","4","2","2","1","4","4","4","4","4","4","4","1","2","2","1","2","2","1","4","5","4","4","2","4","2","2","1","4","4","3","3","2","4","2","2","2","2","5","2","4","4","2","2","3","4","3","2","1","5","2","4","3","4","5","2","4","4","5","1","2","4","5","2","3","3","5","5","4","2","5","4","2","3","4","75","25","5","25","55","35","40","30","15","10","30","65","55","45","3","35","40","35","55","35","55","55","45","45","65","60","55","40","35","55","1500","1","10","","20","900","2000","57","2","1","25400","57","Los Angeles","3","2","2","6","1","5","2"
